timestamp_utc,device_id,device_name,vendor,ifindex,units,sampling_rate,value
2026-04-21T14:00:00+00:00,dev-001,core-rtr-01,cisco,2,bps,1,790977563.65
2026-04-21T15:00:00+00:00,dev-001,core-rtr-01,cisco,2,bps,1,830617036.23
2026-04-21T16:00:00+00:00,dev-001,core-rtr-01,cisco,2,bps,1,849278988.03
2026-04-21T17:00:00+00:00,dev-001,core-rtr-01,cisco,2,bps,1,845357669.04
2026-04-21T18:00:00+00:00,dev-001,core-rtr-01,cisco,2,bps,1,737095310.58
2026-04-21T19:00:00+00:00,dev-001,core-rtr-01,cisco,2,bps,1,846395779.35
2026-04-21T20:00:00+00:00,dev-001,core-rtr-01,cisco,2,bps,1,408917643.18
2026-04-21T21:00:00+00:00,dev-001,core-rtr-01,cisco,2,bps,1,304302791.59
2026-04-21T22:00:00+00:00,dev-001,core-rtr-01,cisco,2,bps,1,390937776.77
2026-04-21T23:00:00+00:00,dev-001,core-rtr-01,cisco,2,bps,1,364296744.93
2026-04-22T00:00:00+00:00,dev-001,core-rtr-01,cisco,2,bps,1,336907065.81
2026-04-22T01:00:00+00:00,dev-001,core-rtr-01,cisco,2,bps,1,432014995.67
2026-04-22T02:00:00+00:00,dev-001,core-rtr-01,cisco,2,bps,1,387441349.64
2026-04-22T03:00:00+00:00,dev-001,core-rtr-01,cisco,2,bps,1,316825599.52
2026-04-22T04:00:00+00:00,dev-001,core-rtr-01,cisco,2,bps,1,362682584.24
2026-04-22T05:00:00+00:00,dev-001,core-rtr-01,cisco,2,bps,1,380760825.01
2026-04-22T06:00:00+00:00,dev-001,core-rtr-01,cisco,2,bps,1,353203843.49
2026-04-22T07:00:00+00:00,dev-001,core-rtr-01,cisco,2,bps,1,384584769.62
2026-04-22T08:00:00+00:00,dev-001,core-rtr-01,cisco,2,bps,1,834412545.11
2026-04-22T09:00:00+00:00,dev-001,core-rtr-01,cisco,2,bps,1,896048795.11
2026-04-22T10:00:00+00:00,dev-001,core-rtr-01,cisco,2,bps,1,960835897.7
2026-04-22T11:00:00+00:00,dev-001,core-rtr-01,cisco,2,bps,1,783244370.92
2026-04-22T12:00:00+00:00,dev-001,core-rtr-01,cisco,2,bps,1,857063643.27
2026-04-22T13:00:00+00:00,dev-001,core-rtr-01,cisco,2,bps,1,801082163.57
2026-04-22T14:00:00+00:00,dev-001,core-rtr-01,cisco,2,bps,1,850690546.54
2026-04-22T15:00:00+00:00,dev-001,core-rtr-01,cisco,2,bps,1,740275659.66
2026-04-22T16:00:00+00:00,dev-001,core-rtr-01,cisco,2,bps,1,791338665.89
2026-04-22T17:00:00+00:00,dev-001,core-rtr-01,cisco,2,bps,1,823519538.28
2026-04-22T18:00:00+00:00,dev-001,core-rtr-01,cisco,2,bps,1,915496165.26
2026-04-22T19:00:00+00:00,dev-001,core-rtr-01,cisco,2,bps,1,936198648.63
2026-04-22T20:00:00+00:00,dev-001,core-rtr-01,cisco,2,bps,1,312352999.47
2026-04-22T21:00:00+00:00,dev-001,core-rtr-01,cisco,2,bps,1,331392874.82
2026-04-22T22:00:00+00:00,dev-001,core-rtr-01,cisco,2,bps,1,383288523.21
2026-04-22T23:00:00+00:00,dev-001,core-rtr-01,cisco,2,bps,1,288272887.77
2026-04-23T00:00:00+00:00,dev-001,core-rtr-01,cisco,2,bps,1,343325884.86
2026-04-23T01:00:00+00:00,dev-001,core-rtr-01,cisco,2,bps,1,356497670.68
2026-04-23T03:00:00+00:00,dev-001,core-rtr-01,cisco,2,bps,1,384818540.42
2026-04-23T04:00:00+00:00,dev-001,core-rtr-01,cisco,2,bps,1,348220316.87
2026-04-23T05:00:00+00:00,dev-001,core-rtr-01,cisco,2,bps,1,346731267.81
2026-04-23T06:00:00+00:00,dev-001,core-rtr-01,cisco,2,bps,1,350992965.58
2026-04-23T07:00:00+00:00,dev-001,core-rtr-01,cisco,2,bps,1,414847058.42
2026-04-23T08:00:00+00:00,dev-001,core-rtr-01,cisco,2,bps,1,804045904.82
2026-04-23T09:00:00+00:00,dev-001,core-rtr-01,cisco,2,bps,1,814490847.38
2026-04-23T10:00:00+00:00,dev-001,core-rtr-01,cisco,2,bps,1,869617481.65
2026-04-23T11:00:00+00:00,dev-001,core-rtr-01,cisco,2,bps,1,829855282.61
2026-04-23T12:00:00+00:00,dev-001,core-rtr-01,cisco,2,bps,1,823428124.85
2026-04-23T13:00:00+00:00,dev-001,core-rtr-01,cisco,2,bps,1,746418359.98
2026-04-23T14:00:00+00:00,dev-001,core-rtr-01,cisco,2,bps,1,839032196.68
2026-04-23T15:00:00+00:00,dev-001,core-rtr-01,cisco,2,bps,1,802739177.27
2026-04-23T16:00:00+00:00,dev-001,core-rtr-01,cisco,2,bps,1,937954733.2
2026-04-23T17:00:00+00:00,dev-001,core-rtr-01,cisco,2,bps,1,894859434.23
2026-04-23T18:00:00+00:00,dev-001,core-rtr-01,cisco,2,bps,1,837971936.51
2026-04-23T19:00:00+00:00,dev-001,core-rtr-01,cisco,2,bps,1,896144005.95
2026-04-23T20:00:00+00:00,dev-001,core-rtr-01,cisco,2,bps,1,347764696.14
2026-04-23T21:00:00+00:00,dev-001,core-rtr-01,cisco,2,bps,1,397876548.9
2026-04-23T22:00:00+00:00,dev-001,core-rtr-01,cisco,2,bps,1,359805615.82
2026-04-23T23:00:00+00:00,dev-001,core-rtr-01,cisco,2,bps,1,381001764.75
2026-04-24T00:00:00+00:00,dev-001,core-rtr-01,cisco,2,bps,1,313527843.17
2026-04-24T01:00:00+00:00,dev-001,core-rtr-01,cisco,2,bps,1,372480481.76
2026-04-24T02:00:00+00:00,dev-001,core-rtr-01,cisco,2,bps,1,299224651.77
2026-04-24T03:00:00+00:00,dev-001,core-rtr-01,cisco,2,bps,1,286728157.98
2026-04-24T04:00:00+00:00,dev-001,core-rtr-01,cisco,2,bps,1,349038832.4
2026-04-24T05:00:00+00:00,dev-001,core-rtr-01,cisco,2,bps,1,327602606.13
2026-04-24T06:00:00+00:00,dev-001,core-rtr-01,cisco,2,bps,1,365905900.65
2026-04-24T07:00:00+00:00,dev-001,core-rtr-01,cisco,2,bps,1,440811238.55
2026-04-24T08:00:00+00:00,dev-001,core-rtr-01,cisco,2,bps,1,770135252.76
2026-04-24T09:00:00+00:00,dev-001,core-rtr-01,cisco,2,bps,1,787588738.74
2026-04-24T10:00:00+00:00,dev-001,core-rtr-01,cisco,2,bps,1,857253931.47
2026-04-24T11:00:00+00:00,dev-001,core-rtr-01,cisco,2,bps,1,881413116.48
2026-04-24T12:00:00+00:00,dev-001,core-rtr-01,cisco,2,bps,1,825181890.46
2026-04-24T13:00:00+00:00,dev-001,core-rtr-01,cisco,2,bps,1,822701852.26
2026-04-24T14:00:00+00:00,dev-001,core-rtr-01,cisco,2,bps,1,899006888.23
2026-04-24T15:00:00+00:00,dev-001,core-rtr-01,cisco,2,bps,1,883672241.51
2026-04-24T16:00:00+00:00,dev-001,core-rtr-01,cisco,2,bps,1,753171230.11
2026-04-24T17:00:00+00:00,dev-001,core-rtr-01,cisco,2,bps,1,833348769.24
2026-04-24T18:00:00+00:00,dev-001,core-rtr-01,cisco,2,bps,1,842964095.29
2026-04-24T19:00:00+00:00,dev-001,core-rtr-01,cisco,2,bps,1,751423291.75
2026-04-24T20:00:00+00:00,dev-001,core-rtr-01,cisco,2,bps,1,369354207.62
2026-04-24T21:00:00+00:00,dev-001,core-rtr-01,cisco,2,bps,1,329113566.82
2026-04-24T22:00:00+00:00,dev-001,core-rtr-01,cisco,2,bps,1,394994401.49
2026-04-24T23:00:00+00:00,dev-001,core-rtr-01,cisco,2,bps,1,366938852.85
2026-04-25T00:00:00+00:00,dev-001,core-rtr-01,cisco,2,bps,1,254250523.44
2026-04-25T01:00:00+00:00,dev-001,core-rtr-01,cisco,2,bps,1,237106085.51
2026-04-25T02:00:00+00:00,dev-001,core-rtr-01,cisco,2,bps,1,249011032.44
2026-04-25T03:00:00+00:00,dev-001,core-rtr-01,cisco,2,bps,1,201656793.42
2026-04-25T04:00:00+00:00,dev-001,core-rtr-01,cisco,2,bps,1,223488531.74
2026-04-25T05:00:00+00:00,dev-001,core-rtr-01,cisco,2,bps,1,261143562.94
2026-04-25T06:00:00+00:00,dev-001,core-rtr-01,cisco,2,bps,1,198360110.55
2026-04-25T07:00:00+00:00,dev-001,core-rtr-01,cisco,2,bps,1,273334534.74
2026-04-25T08:00:00+00:00,dev-001,core-rtr-01,cisco,2,bps,1,485329527.25
2026-04-25T09:00:00+00:00,dev-001,core-rtr-01,cisco,2,bps,1,632496223.96
2026-04-25T10:00:00+00:00,dev-001,core-rtr-01,cisco,2,bps,1,538284774.47
2026-04-25T11:00:00+00:00,dev-001,core-rtr-01,cisco,2,bps,1,633804675.76
2026-04-25T12:00:00+00:00,dev-001,core-rtr-01,cisco,2,bps,1,595699931.01
2026-04-25T13:00:00+00:00,dev-001,core-rtr-01,cisco,2,bps,1,497634105.51
2026-04-25T14:00:00+00:00,dev-001,core-rtr-01,cisco,2,bps,1,661449946.47
2026-04-25T15:00:00+00:00,dev-001,core-rtr-01,cisco,2,bps,1,672772380.74
2026-04-25T16:00:00+00:00,dev-001,core-rtr-01,cisco,2,bps,1,584130671.53
2026-04-25T17:00:00+00:00,dev-001,core-rtr-01,cisco,2,bps,1,571893723.2
2026-04-25T18:00:00+00:00,dev-001,core-rtr-01,cisco,2,bps,1,578599822.4
2026-04-25T19:00:00+00:00,dev-001,core-rtr-01,cisco,2,bps,1,530661043.42
2026-04-25T20:00:00+00:00,dev-001,core-rtr-01,cisco,2,bps,1,279684386.35
2026-04-25T21:00:00+00:00,dev-001,core-rtr-01,cisco,2,bps,1,238319123.32
2026-04-25T22:00:00+00:00,dev-001,core-rtr-01,cisco,2,bps,1,250710001.6
2026-04-25T23:00:00+00:00,dev-001,core-rtr-01,cisco,2,bps,1,232008930.64
2026-04-26T00:00:00+00:00,dev-001,core-rtr-01,cisco,2,bps,1,236222957.89
2026-04-26T01:00:00+00:00,dev-001,core-rtr-01,cisco,2,bps,1,219801326.18
2026-04-26T03:00:00+00:00,dev-001,core-rtr-01,cisco,2,bps,1,248116993.16
2026-04-26T04:00:00+00:00,dev-001,core-rtr-01,cisco,2,bps,1,276341224.79
2026-04-26T05:00:00+00:00,dev-001,core-rtr-01,cisco,2,bps,1,252335779.84
2026-04-26T06:00:00+00:00,dev-001,core-rtr-01,cisco,2,bps,1,234501031.1
2026-04-26T07:00:00+00:00,dev-001,core-rtr-01,cisco,2,bps,1,243767531.45
2026-04-26T08:00:00+00:00,dev-001,core-rtr-01,cisco,2,bps,1,555058414.23
2026-04-26T09:00:00+00:00,dev-001,core-rtr-01,cisco,2,bps,1,588467995.03
2026-04-26T10:00:00+00:00,dev-001,core-rtr-01,cisco,2,bps,1,565934309.83
2026-04-26T11:00:00+00:00,dev-001,core-rtr-01,cisco,2,bps,1,570364603.1
2026-04-26T12:00:00+00:00,dev-001,core-rtr-01,cisco,2,bps,1,506939808.57
2026-04-26T13:00:00+00:00,dev-001,core-rtr-01,cisco,2,bps,1,540557459.46
2026-04-26T14:00:00+00:00,dev-001,core-rtr-01,cisco,2,bps,1,685258583.87
2026-04-26T15:00:00+00:00,dev-001,core-rtr-01,cisco,2,bps,1,548531486.88
2026-04-26T16:00:00+00:00,dev-001,core-rtr-01,cisco,2,bps,1,526019285.29
2026-04-26T17:00:00+00:00,dev-001,core-rtr-01,cisco,2,bps,1,607834788.36
2026-04-26T18:00:00+00:00,dev-001,core-rtr-01,cisco,2,bps,1,670747605.33
2026-04-26T19:00:00+00:00,dev-001,core-rtr-01,cisco,2,bps,1,502503371.01
2026-04-26T20:00:00+00:00,dev-001,core-rtr-01,cisco,2,bps,1,246745249.42
2026-04-26T21:00:00+00:00,dev-001,core-rtr-01,cisco,2,bps,1,236072275.64
2026-04-26T22:00:00+00:00,dev-001,core-rtr-01,cisco,2,bps,1,207622309.25
2026-04-26T23:00:00+00:00,dev-001,core-rtr-01,cisco,2,bps,1,270520153.07
2026-04-20T00:00:00+00:00,dev-002,core-rtr-02,cisco,2,bps,1,359156018.93
2026-04-20T01:00:00+00:00,dev-002,CORE-RTR-02,cisco,2,bps,1,362571906.39
2026-04-20T02:00:00+00:00,dev-002,CORE-RTR-02,cisco,2,bps,1,332916786.99
2026-04-20T03:00:00+00:00,dev-002,CORE-RTR-02,cisco,2,bps,1,376372229.87
2026-04-20T04:00:00+00:00,dev-002,CORE-RTR-02,cisco,2,bps,1,340585295.42
2026-04-20T05:00:00+00:00,dev-002,CORE-RTR-02,cisco,2,bps,1,354855484.49
2026-04-20T06:00:00+00:00,dev-002,core-rtr-02,cisco,2,bps,1,320102611.48
2026-04-20T07:00:00+00:00,dev-002,CORE-RTR-02,cisco,2,bps,1,316220300.63
2026-04-20T08:00:00+00:00,dev-002,CORE-RTR-02,cisco,2,bps,1,952184675.85
2026-04-20T09:00:00+00:00,dev-002,CORE-RTR-02,cisco,2,bps,1,797403204.82
2026-04-20T10:00:00+00:00,dev-002,CORE-RTR-02,cisco,2,bps,1,864501149.93
2026-04-20T11:00:00+00:00,dev-002,CORE-RTR-02,cisco,2,bps,1,837161603.48
2026-04-20T12:00:00+00:00,dev-002,core-rtr-02,cisco,2,bps,1,802943802.97
2026-04-20T13:00:00+00:00,dev-002,CORE-RTR-02,cisco,2,bps,1,797331278.49
2026-04-20T14:00:00+00:00,dev-002,CORE-RTR-02,cisco,2,bps,1,892926937.68
2026-04-20T15:00:00+00:00,dev-002,CORE-RTR-02,cisco,2,bps,1,814643121.22
2026-04-20T16:00:00+00:00,dev-002,CORE-RTR-02,cisco,2,bps,1,827278733.55
2026-04-20T17:00:00+00:00,dev-002,CORE-RTR-02,cisco,2,bps,1,841866610.8
2026-04-20T18:00:00+00:00,dev-002,core-rtr-02,cisco,2,bps,1,938826698.9
2026-04-20T19:00:00+00:00,dev-002,CORE-RTR-02,cisco,2,bps,1,897162921.87
2026-04-20T20:00:00+00:00,dev-002,CORE-RTR-02,cisco,2,bps,1,373773609.64
2026-04-20T21:00:00+00:00,dev-002,CORE-RTR-02,cisco,2,bps,1,339711429.84
2026-04-20T22:00:00+00:00,dev-002,CORE-RTR-02,cisco,2,bps,1,310249126.08
2026-04-20T23:00:00+00:00,dev-002,CORE-RTR-02,cisco,2,bps,1,394183077.54
2026-04-21T00:00:00+00:00,dev-002,core-rtr-02,cisco,2,bps,1,394792096.83
2026-04-21T01:00:00+00:00,dev-002,CORE-RTR-02,cisco,2,bps,1,354934497.63
2026-04-21T02:00:00+00:00,dev-002,CORE-RTR-02,cisco,2,bps,1,379507818.3
2026-04-21T03:00:00+00:00,dev-002,CORE-RTR-02,cisco,2,bps,1,388131949.94
2026-04-21T04:00:00+00:00,dev-002,CORE-RTR-02,cisco,2,bps,1,389922640.3
2026-04-21T05:00:00+00:00,dev-002,CORE-RTR-02,cisco,2,bps,1,393169805.04
2026-04-21T06:00:00+00:00,dev-002,core-rtr-02,cisco,2,bps,1,343597764.58
2026-04-21T07:00:00+00:00,dev-002,CORE-RTR-02,cisco,2,bps,1,414539027.38
2026-04-21T08:00:00+00:00,dev-002,CORE-RTR-02,cisco,2,bps,1,735286183.1
2026-04-21T09:00:00+00:00,dev-002,CORE-RTR-02,cisco,2,bps,1,912384738.47
2026-04-21T10:00:00+00:00,dev-002,CORE-RTR-02,cisco,2,bps,1,881490294.64
2026-04-21T11:00:00+00:00,dev-002,CORE-RTR-02,cisco,2,bps,1,913384005.54
2026-04-21T12:00:00+00:00,dev-002,core-rtr-02,cisco,2,bps,1,997836697.8
2026-04-21T13:00:00+00:00,dev-002,CORE-RTR-02,cisco,2,bps,1,964693419.76
2026-04-21T14:00:00+00:00,dev-002,CORE-RTR-02,cisco,2,bps,1,743805139.8
2026-04-21T15:00:00+00:00,dev-002,CORE-RTR-02,cisco,2,bps,1,698151587.26
2026-04-21T16:00:00+00:00,dev-002,CORE-RTR-02,cisco,2,bps,1,908618680.96
2026-04-21T17:00:00+00:00,dev-002,CORE-RTR-02,cisco,2,bps,1,754738957.07
2026-04-21T18:00:00+00:00,dev-002,core-rtr-02,cisco,2,bps,1,838957947.35
2026-04-21T19:00:00+00:00,dev-002,CORE-RTR-02,cisco,2,bps,1,910537108.07
2026-04-21T20:00:00+00:00,dev-002,CORE-RTR-02,cisco,2,bps,1,300823295.36
2026-04-21T21:00:00+00:00,dev-002,CORE-RTR-02,cisco,2,bps,1,284040703.64
2026-04-21T22:00:00+00:00,dev-002,CORE-RTR-02,cisco,2,bps,1,369334764.73
2026-04-21T23:00:00+00:00,dev-002,CORE-RTR-02,cisco,2,bps,1,361597892.03
2026-04-22T00:00:00+00:00,dev-002,core-rtr-02,cisco,2,bps,1,351151089.43
2026-04-22T01:00:00+00:00,dev-002,CORE-RTR-02,cisco,2,bps,1,361387251.5
2026-04-22T02:00:00+00:00,dev-002,CORE-RTR-02,cisco,2,bps,1,329021438.13
2026-04-22T03:00:00+00:00,dev-002,CORE-RTR-02,cisco,2,bps,1,305514201.34
2026-04-22T04:00:00+00:00,dev-002,CORE-RTR-02,cisco,2,bps,1,354000425.37
2026-04-22T05:00:00+00:00,dev-002,CORE-RTR-02,cisco,2,bps,1,325018487.12
2026-04-22T06:00:00+00:00,dev-002,core-rtr-02,cisco,2,bps,1,300834672.39
2026-04-22T07:00:00+00:00,dev-002,CORE-RTR-02,cisco,2,bps,1,378204518.57
2026-04-22T08:00:00+00:00,dev-002,CORE-RTR-02,cisco,2,bps,1,834842515.21
2026-04-22T09:00:00+00:00,dev-002,CORE-RTR-02,cisco,2,bps,1,874148397.08
2026-04-22T10:00:00+00:00,dev-002,CORE-RTR-02,cisco,2,bps,1,756899224.92
2026-04-22T11:00:00+00:00,dev-002,CORE-RTR-02,cisco,2,bps,1,784723061.49
2026-04-22T12:00:00+00:00,dev-002,core-rtr-02,cisco,2,bps,1,756080385.71
2026-04-22T13:00:00+00:00,dev-002,CORE-RTR-02,cisco,2,bps,1,765522083.17
2026-04-22T14:00:00+00:00,dev-002,CORE-RTR-02,cisco,2,bps,1,856414265.09
2026-04-22T15:00:00+00:00,dev-002,CORE-RTR-02,cisco,2,bps,1,774230132.23
2026-04-22T16:00:00+00:00,dev-002,CORE-RTR-02,cisco,2,bps,1,869909568.26
2026-04-22T17:00:00+00:00,dev-002,CORE-RTR-02,cisco,2,bps,1,868539497.74
2026-04-22T18:00:00+00:00,dev-002,core-rtr-02,cisco,2,bps,1,1010113522.9
2026-04-22T19:00:00+00:00,dev-002,CORE-RTR-02,cisco,2,bps,1,723005720.15
2026-04-22T20:00:00+00:00,dev-002,CORE-RTR-02,cisco,2,bps,1,391964485.6
2026-04-22T21:00:00+00:00,dev-002,CORE-RTR-02,cisco,2,bps,1,356778433.37
2026-04-22T22:00:00+00:00,dev-002,CORE-RTR-02,cisco,2,bps,1,359494929.72
2026-04-22T23:00:00+00:00,dev-002,CORE-RTR-02,cisco,2,bps,1,307804902.41
2026-04-23T00:00:00+00:00,dev-002,core-rtr-02,cisco,2,bps,1,343433022.74
2026-04-23T01:00:00+00:00,dev-002,CORE-RTR-02,cisco,2,bps,1,386755101.48
2026-04-23T03:00:00+00:00,dev-002,CORE-RTR-02,cisco,2,bps,1,362917957.33
2026-04-23T04:00:00+00:00,dev-002,CORE-RTR-02,cisco,2,bps,1,349534199.5
2026-04-23T05:00:00+00:00,dev-002,CORE-RTR-02,cisco,2,bps,1,401564510.89
2026-04-23T06:00:00+00:00,dev-002,core-rtr-02,cisco,2,bps,1,359226987.59
2026-04-23T07:00:00+00:00,dev-002,CORE-RTR-02,cisco,2,bps,1,280785035.79
2026-04-23T08:00:00+00:00,dev-002,CORE-RTR-02,cisco,2,bps,1,781865905.76
2026-04-23T09:00:00+00:00,dev-002,CORE-RTR-02,cisco,2,bps,1,674621085.01
2026-04-23T10:00:00+00:00,dev-002,CORE-RTR-02,cisco,2,bps,1,566879173.1
2026-04-23T11:00:00+00:00,dev-002,CORE-RTR-02,cisco,2,bps,1,795470310.62
2026-04-23T12:00:00+00:00,dev-002,core-rtr-02,cisco,2,bps,1,952019027.41
2026-04-23T13:00:00+00:00,dev-002,CORE-RTR-02,cisco,2,bps,1,843958072.11
2026-04-23T14:00:00+00:00,dev-002,CORE-RTR-02,cisco,2,bps,1,741506160.58
2026-04-23T15:00:00+00:00,dev-002,CORE-RTR-02,cisco,2,bps,1,760981211.07
2026-04-23T16:00:00+00:00,dev-002,CORE-RTR-02,cisco,2,bps,1,934971511.34
2026-04-23T17:00:00+00:00,dev-002,CORE-RTR-02,cisco,2,bps,1,853240636.37
2026-04-23T18:00:00+00:00,dev-002,core-rtr-02,cisco,2,bps,1,844031936.29
2026-04-23T19:00:00+00:00,dev-002,CORE-RTR-02,cisco,2,bps,1,835509209.74
2026-04-23T20:00:00+00:00,dev-002,CORE-RTR-02,cisco,2,bps,1,361382409.42
2026-04-23T21:00:00+00:00,dev-002,CORE-RTR-02,cisco,2,bps,1,388994603.29
2026-04-23T22:00:00+00:00,dev-002,CORE-RTR-02,cisco,2,bps,1,379892422.7
2026-04-23T23:00:00+00:00,dev-002,CORE-RTR-02,cisco,2,bps,1,367765369.2
2026-04-24T00:00:00+00:00,dev-002,core-rtr-02,cisco,2,bps,1,322456739.13
2026-04-24T01:00:00+00:00,dev-002,CORE-RTR-02,cisco,2,bps,1,378399915.54
2026-04-24T02:00:00+00:00,dev-002,CORE-RTR-02,cisco,2,bps,1,335367105.19
2026-04-24T03:00:00+00:00,dev-002,CORE-RTR-02,cisco,2,bps,1,399378444.33
2026-04-24T04:00:00+00:00,dev-002,CORE-RTR-02,cisco,2,bps,1,314242170.42
2026-04-24T05:00:00+00:00,dev-002,CORE-RTR-02,cisco,2,bps,1,355045644.85
2026-04-24T06:00:00+00:00,dev-002,core-rtr-02,cisco,2,bps,1,359735101.69
2026-04-24T07:00:00+00:00,dev-002,CORE-RTR-02,cisco,2,bps,1,312312760.18
2026-04-24T08:00:00+00:00,dev-002,CORE-RTR-02,cisco,2,bps,1,984645618.08
2026-04-24T09:00:00+00:00,dev-002,CORE-RTR-02,cisco,2,bps,1,962674168.45
2026-04-24T10:00:00+00:00,dev-002,CORE-RTR-02,cisco,2,bps,1,801058964.02
2026-04-24T11:00:00+00:00,dev-002,CORE-RTR-02,cisco,2,bps,1,904824577.91
2026-04-24T12:00:00+00:00,dev-002,core-rtr-02,cisco,2,bps,1,871808789.85
2026-04-24T13:00:00+00:00,dev-002,CORE-RTR-02,cisco,2,bps,1,620461005.08
2026-04-24T14:00:00+00:00,dev-002,CORE-RTR-02,cisco,2,bps,1,861033433.37
2026-04-24T15:00:00+00:00,dev-002,CORE-RTR-02,cisco,2,bps,1,834847097.29
2026-04-24T16:00:00+00:00,dev-002,CORE-RTR-02,cisco,2,bps,1,846990257.69
2026-04-24T17:00:00+00:00,dev-002,CORE-RTR-02,cisco,2,bps,1,749542506.73
2026-04-24T18:00:00+00:00,dev-002,core-rtr-02,cisco,2,bps,1,817374848.12
2026-04-24T19:00:00+00:00,dev-002,CORE-RTR-02,cisco,2,bps,1,825026263.88
2026-04-24T20:00:00+00:00,dev-002,CORE-RTR-02,cisco,2,bps,1,402771391.82
2026-04-24T21:00:00+00:00,dev-002,CORE-RTR-02,cisco,2,bps,1,372039374.17
2026-04-24T22:00:00+00:00,dev-002,CORE-RTR-02,cisco,2,bps,1,359800018.91
2026-04-24T23:00:00+00:00,dev-002,CORE-RTR-02,cisco,2,bps,1,415042919.92
2026-04-25T00:00:00+00:00,dev-002,core-rtr-02,cisco,2,bps,1,238007752.17
2026-04-25T01:00:00+00:00,dev-002,CORE-RTR-02,cisco,2,bps,1,242186356.32
2026-04-25T02:00:00+00:00,dev-002,CORE-RTR-02,cisco,2,bps,1,206217773.71
2026-04-25T03:00:00+00:00,dev-002,CORE-RTR-02,cisco,2,bps,1,291541467.33
2026-04-25T04:00:00+00:00,dev-002,CORE-RTR-02,cisco,2,bps,1,276301175.68
2026-04-25T05:00:00+00:00,dev-002,CORE-RTR-02,cisco,2,bps,1,275104570.72
